Ciclo,CE_media,CE_min,CE_max,CE_mediana,CP_media,CP_desvio,CP_min,CP_max,CP_mediana,EPS1_media,EPS1_desvio,EPS1_min,EPS1_max,EPS1_mediana,FS1_media,FS1_desvio,FS1_max,FS1_mediana,FS2_media,FS2_desvio,FS2_min,FS2_max,FS2_mediana,PS1_media,PS1_desvio,PS1_min,PS1_max,PS1_mediana,PS2_media,PS2_desvio,PS2_min,PS2_max,PS2_mediana,PS3_media,PS3_desvio,PS3_min,PS3_max,PS3_mediana,PS4_media,PS4_desvio,PS4_min,PS4_max,PS4_mediana,PS5_media,PS5_min,PS5_max,PS5_mediana,PS6_media,PS6_min,PS6_max,PS6_mediana,SE_media,SE_desvio,SE_min,SE_max,SE_mediana,TS1_media,TS1_desvio,TS1_min,TS1_max,TS1_mediana,TS2_media,TS2_desvio,TS2_min,TS2_max,TS2_mediana,TS3_media,TS3_desvio,TS3_min,TS3_max,TS3_mediana,TS4_media,TS4_desvio,TS4_min,TS4_max,TS4_mediana,VS1_media,VS1_desvio,VS1_min,VS1_max,VS1_mediana,Cooler_condition,Valve_condition,Pump_leakage,Accumulator_pressure,Stable_flag
149,19.636716666666665,19.201,19.968,19.643,1.53395,0.0146778109946006,1.494,1.568,1.533,2398.2226666666666,198.4769594103855,2193.8,2840.0,2333.6,6.596793333333333,2.9774351110236057,20.479,7.734500000000001,9.22002,0.0182503349158556,9.169,9.271,9.22,156.94505,15.048654875650174,140.93,190.48,151.99,106.27060583333332,45.79780056413051,0.0,166.29,126.31,1.7425823333333337,0.8735862029761172,0.0,11.781,2.0,0.0,0.0,0.0,0.0,0.0,8.5712855,8.51,8.627,8.571,8.5126935,8.451,8.57,8.512,60.33411666666667,24.09508670366938,0.0,81.772,69.6505,53.89085,0.2350757414904623,53.414,54.176,53.94499999999999,58.46593333333333,0.1234823622438002,58.191,58.625,58.52,55.44851666666667,0.0532752658820398,55.387,55.578,55.449,49.27191666666667,0.0276309159117856,49.223,49.367,49.27,0.6596,0.0670143420015321,0.595,0.876,0.6425000000000001,3,100,0,130,1
150,19.783816666666667,19.296,20.407,19.761,1.54735,0.0236692069138829,1.501,1.612,1.5435,2398.9323,198.5674900499261,2196.0,2843.6,2333.8,6.60197,2.971905918275083,20.479,7.736,9.218055,0.0192910743847573,9.167,9.279,9.218,156.96495833333333,15.053246829337189,140.61,190.46,152.02,106.28497,45.78524317028136,0.0,166.26,126.29,1.7335903333333331,0.878873961809472,0.0,11.758,1.992,0.0,0.0,0.0,0.0,0.0,8.573981666666667,8.512,8.629,8.573,8.514320666666666,8.451,8.573,8.514,60.416716666666666,24.12328622320137,0.0,81.774,69.821,53.90873333333333,0.226644114863499,53.395,54.187,53.996,58.47345,0.1261402803983783,58.262,58.652,58.531,55.458,0.0753396827482695,55.316,55.652,55.437,49.23003333333334,0.0347981913940089,49.18,49.285,49.23,0.6533333333333334,0.0580781666922061,0.593,0.808,0.641,3,100,0,130,1
151,19.742733333333334,19.221,20.062,19.758,1.5439333333333332,0.0170362193095059,1.504,1.575,1.5465,2400.482466666667,198.5667233363056,2194.0,2843.4,2336.0,6.601766666666666,2.971882709712712,20.479,7.736,9.21965,0.0190212296824108,9.169,9.277,9.219,156.98528000000002,15.043953498922738,141.25,190.41,152.03,106.29758733333333,45.78789052255842,0.0,166.03,126.34,1.729861833333333,0.8735658944647362,0.0,11.562,1.992,0.0,0.0,0.0,0.0,0.0,8.572757833333332,8.517,8.628,8.572,8.512583666666666,8.449,8.574,8.512,60.334183333333335,24.093071055059053,0.0,81.805,69.5895,53.8606,0.2263493025826708,53.32,54.148,53.951,58.46175,0.1213228812937798,58.246,58.625,58.5215,55.47518333333333,0.0526293375898002,55.391,55.59,55.473,49.2606,0.0435307021985382,49.18,49.367,49.27,0.6743833333333333,0.1005109137621916,0.588,1.036,0.65,3,100,0,130,1
152,19.627533333333336,19.219,20.163,19.6395,1.5347499999999998,0.0219503484393793,1.498,1.578,1.5325,2398.5376666666666,198.64121145851053,2195.8,2842.0,2332.4,6.603446666666667,2.97199633706618,20.479,7.734500000000001,9.216971666666666,0.0190708422886407,9.166,9.267,9.217,156.98167999999998,15.055637645582747,140.54,190.44,152.0,106.29964133333333,45.77925814355648,0.0,166.19,126.3,1.7430038333333333,0.8792172217219527,0.0,11.711,2.0,0.0,0.0,0.0,0.0,0.0,8.571901666666667,8.507,8.627,8.572,8.511444166666667,8.444,8.568,8.511,60.43008333333333,24.127392325955263,0.0,81.78,69.762,53.85123333333333,0.2544779546022193,53.258,54.18,53.922,58.45413333333333,0.1227652391957985,58.238,58.625,58.506,55.47365,0.0722394382638649,55.391,55.641,55.467,49.298766666666666,0.0450703279694812,49.242,49.379,49.275000000000006,0.65355,0.0608246785887416,0.589,0.811,0.642,3,100,0,130,1
153,19.79355,19.495,20.269,19.75,1.5468499999999998,0.0194324776197138,1.523,1.609,1.541,2399.579,198.09128235493836,2195.0,2839.6,2335.0,6.6065016666666665,2.9722169485609125,20.479,7.736,9.218478333333334,0.0199295804651803,9.147,9.284,9.22,156.98024833333332,15.047669699399584,141.44,190.47,152.03,106.29060066666668,45.78929617869906,0.0,166.2,126.31,1.740616,0.8781244454143561,0.0,11.484,1.992,0.0,0.0,0.0,0.0,0.0,8.572288,8.51,8.632,8.572,8.512368833333333,8.448,8.57,8.512,60.482283333333335,24.154884470841868,0.0,81.904,69.7185,53.87505,0.2202664353513085,53.402,54.125,53.953,58.46965,0.120165680116925,58.234,58.629,58.5215,55.46318333333333,0.0669486247923105,55.398,55.652,55.437,49.23800000000001,0.0265559849936513,49.184,49.277,49.242,0.6673833333333333,0.0865565537995229,0.586,1.033,0.6455,3,100,0,130,1
154,19.8184,19.458,20.356,19.8035,1.5501,0.0201087720128408,1.514,1.597,1.547,2399.487833333333,198.5680660078873,2196.6,2841.4,2333.8,6.605721666666667,2.971884997482404,20.479,7.732,9.215605,0.0209685902712432,9.161,9.287,9.214,156.96952333333334,15.049371967147303,141.05,190.49,152.0,106.29637116666666,45.78479829278341,0.0,166.22,126.26,1.7396813333333332,0.8768379032464603,0.0,11.617,2.0,0.0,0.0,0.0,0.0,0.0,8.571742,8.504,8.63,8.571,8.512191666666666,8.45,8.574,8.512,60.47591666666666,24.1473772540037,0.0,81.752,69.815,53.8689,0.233914709938101,53.324,54.164,53.9515,58.46713333333334,0.1214630398783787,58.273,58.633,58.516,55.48406666666666,0.0743083056850678,55.391,55.652,55.467,49.245250000000006,0.0251797773310457,49.191,49.289,49.246,0.6545000000000001,0.0666906595243787,0.586,0.874,0.637,3,100,0,130,1
155,19.698116666666667,19.148,20.165,19.693,1.5447333333333333,0.0247775641178832,1.5,1.59,1.541,2399.853666666667,198.95806227690224,2197.8,2843.4,2334.0,6.602165,2.972287099543354,20.479,7.734,9.214496666666667,0.0199907321320204,9.152,9.273,9.214,156.96180166666667,15.05002325039097,141.18,190.41,151.98,106.271437,45.80576364212443,0.0,166.31,126.3,1.7282928333333332,0.8718890270524958,0.0,11.711,1.977,0.0,0.0,0.0,0.0,0.0,8.566863666666666,8.503,8.626,8.566,8.5071235,8.446,8.573,8.507,60.415083333333335,24.121596152805463,0.0,81.568,69.72999999999999,53.865750000000006,0.2467843788837076,53.312,54.16,53.912,58.47448333333333,0.1289574219138481,58.246,58.652,58.518,55.497283333333336,0.0772535099672459,55.398,55.652,55.484,49.2763,0.0388924200710485,49.191,49.375,49.273,0.6579666666666667,0.0697771189408363,0.585,0.886,0.6385000000000001,3,100,0,130,1
156,19.56365,19.198,19.934,19.594,1.5334333333333334,0.0159537112909442,1.507,1.564,1.5375,2401.1262666666667,198.60151185262387,2197.8,2847.0,2334.6,6.602885000000001,2.973604919196136,20.479,7.733,9.217056666666668,0.017868190804516,9.166,9.267,9.217,156.95257,15.059805816155237,141.47,190.41,151.99,106.275158,45.78128431403611,0.0,165.8,126.28,1.7253258333333332,0.8666477408480862,0.0,11.398,1.977,0.0,0.0,0.0,0.0,0.0,8.569052,8.509,8.626,8.569,8.509051833333334,8.448,8.566,8.509,60.38635,24.11816954702724,0.0,81.726,69.61,53.8961,0.2459534681084555,53.328,54.172,54.0,58.49865,0.1348949151584121,58.277,58.687,58.523,55.49435,0.0481958662690476,55.414,55.59,55.484,49.32183333333333,0.0573565023478754,49.191,49.383,49.355,0.6593,0.0706721482790277,0.586,0.934,0.6395,3,100,0,130,1
157,19.785616666666662,19.418,20.152,19.797,1.5493,0.0173862404197171,1.518,1.587,1.55,2401.2219,199.2325614183396,2198.0,2849.0,2334.0,6.604225,2.974818242683632,20.479,7.7355,9.218301666666669,0.0188466440126564,9.174,9.274,9.218,156.96857333333332,15.062164460361997,141.32,190.44,152.0,106.28916166666666,45.79308298118482,0.0,166.23,126.31,1.7298699999999998,0.8748941749736938,0.0,11.547,1.977,0.0,0.0,0.0,0.0,0.0,8.570855833333333,8.514,8.629,8.571,8.509281333333334,8.449,8.567,8.509,60.42165,24.1318772235616,0.0,81.896,69.673,53.92645,0.2289152329975097,53.402,54.254,54.002,58.5126,0.1338181412038541,58.234,58.707,58.527,55.4714,0.0527521226177531,55.391,55.586,55.477,49.23226666666667,0.0400761422187983,49.098,49.289,49.23,0.6678,0.0888332660242905,0.59,1.007,0.643,3,100,0,130,1
158,19.74713333333333,19.148,20.133,19.767,1.5457333333333334,0.0193450967524482,1.497,1.581,1.547,2399.6674000000003,198.1583087410848,2196.0,2841.8,2334.0,6.597211666666667,2.969094308351233,20.479,7.732,9.214935,0.01837571458413,9.161,9.266,9.214,156.96773166666668,15.04415185120606,141.48,190.52,152.0,106.28401616666666,45.80964242760248,0.0,166.34,126.31,1.7286756666666667,0.8738400982029981,0.0,11.375,1.992,0.0,0.0,0.0,0.0,0.0,8.567544,8.503,8.632,8.567,8.506763333333334,8.443,8.571,8.507,60.34645,24.09666038568872,0.0,81.842,69.569,53.88326666666667,0.2181544210242602,53.406,54.113,53.996,58.50155,0.1219706028766867,58.285,58.68,58.5195,55.48048333333334,0.0657108436390136,55.398,55.641,55.467,49.26245,0.0470154770766583,49.156,49.367,49.27,0.6549666666666667,0.0784798293564607,0.576,0.942,0.634,3,100,0,130,1
159,19.828,19.215,20.313,19.814,1.553483333333333,0.0248531222106161,1.5,1.6,1.5510000000000002,2399.9893666666667,198.54018329042444,2196.0,2840.6,2334.0,6.596275,2.978957419672536,20.479,7.733,9.214731666666667,0.021111351112578,9.158,9.276,9.216,156.95619,15.057277390605227,141.15,190.41,151.99,106.27179333333332,45.80734676328548,0.0,166.34,126.3,1.7369583333333334,0.8725039737032194,0.0,11.461,1.992,0.0,0.0,0.0,0.0,0.0,8.565381166666667,8.507,8.627,8.564,8.504765666666666,8.443,8.567,8.505,60.27885,24.082042419876103,0.0,81.991,69.6765,53.892500000000005,0.2308960805210879,53.406,54.172,53.992,58.50943333333333,0.1314047140328612,58.277,58.695,58.535,55.51321666666667,0.096420177167287,55.387,55.707,55.48,49.26076666666667,0.0571422152909916,49.098,49.375,49.262,0.64985,0.0701796302959383,0.572,0.868,0.6395,3,100,0,130,1
160,19.75275,19.14,20.288,19.7995,1.5479333333333334,0.0248554237621386,1.493,1.607,1.5499999999999998,2401.1955,199.5847222191787,2196.0,2847.6,2334.0,6.601818333333333,2.970544289231806,20.479,7.733,9.217596666666669,0.0193545426042911,9.16,9.269,9.217,156.93297666666666,15.04799616020446,140.72,190.41,151.95,106.278029,45.76754858007645,0.0,166.06,126.27,1.7371608333333333,0.8795185744408329,0.0,11.742,1.992,0.0,0.0,0.0,0.0,0.0,8.5679335,8.505,8.627,8.568,8.507610999999999,8.441,8.564,8.507,60.3564,24.09684730008036,0.0,81.451,69.681,53.93346666666666,0.2492420011580029,53.402,54.27,53.996,58.540333333333336,0.1446458757743573,58.289,58.781,58.533,55.47963333333333,0.063731951028671,55.387,55.633,55.48,49.24953333333334,0.0586874706307814,49.086,49.375,49.27,0.6611499999999999,0.0854689605666231,0.592,0.972,0.6375,3,100,0,130,1
161,19.713416666666667,19.11,20.272,19.6645,1.545383333333333,0.0260593141334789,1.493,1.593,1.544,2400.5696666666668,199.66126196588823,2196.0,2847.4,2334.0,6.613406666666666,2.9873422246596197,20.479,7.731,9.214733333333331,0.0191005306909698,9.163,9.272,9.214,156.95113666666666,15.050130989965762,140.78,190.38,151.99,106.25963616666668,45.79858015540624,0.0,165.93,126.31,1.738583,0.8747941336339513,0.0,11.516,1.992,0.0,0.0,0.0,0.0,0.0,8.564248,8.505,8.621,8.563,8.504033999999999,8.447,8.56,8.504,60.58585,24.228641139190927,0.0,81.845,69.7055,53.89883333333333,0.2217972938248393,53.406,54.152,53.992,58.52565,0.1301948767509821,58.277,58.699,58.533,55.52921666666667,0.0566808166115388,55.465,55.641,55.496,49.29963333333333,0.0734586166598673,49.156,49.449,49.277,0.6568333333333333,0.064695680485225,0.585,0.859,0.6395,3,100,0,130,1
162,19.8477,19.224,20.343,19.8895,1.553483333333333,0.021406075224038,1.497,1.596,1.5565,2401.1576,197.59498385632236,2198.0,2839.6,2335.6,6.590478333333333,2.975930866199331,20.479,7.726,9.216721666666666,0.018567411734535,9.158,9.273,9.216,157.04909,15.022539191246237,141.21,190.5,152.08,106.35685033333333,45.81524441531524,0.0,166.08,126.38,1.7392553333333332,0.8769877538435894,0.0,11.578,2.0,0.0,0.0,0.0,0.0,0.0,8.563450666666666,8.506,8.627,8.563,8.503529,8.446,8.568,8.502,60.232,24.054716425372487,0.0,81.588,69.6285,53.95975,0.2540824385769627,53.406,54.242,54.068,58.550783333333335,0.1457815979257518,58.285,58.762,58.543,55.502766666666666,0.0747632118966683,55.398,55.645,55.48,49.24635,0.0404327543845164,49.156,49.383,49.254000000000005,0.6534833333333334,0.0718360873539734,0.589,0.872,0.6325000000000001,3,100,0,130,1
163,19.91165,19.45,20.447,19.8725,1.558,0.0210817617377225,1.519,1.602,1.557,2401.2022666666667,198.6599891609052,2198.0,2845.6,2335.8,6.60094,2.970802957128508,20.479,7.727,9.213751666666669,0.0193839166388701,9.158,9.277,9.2135,157.04223,15.01388017669279,141.12,190.48,152.1,106.35422333333332,45.843003746139246,0.0,166.27,126.41,1.7405376666666668,0.8684171169217688,0.0,11.062,2.0,0.0,0.0,0.0,0.0,0.0,8.562009833333333,8.5,8.621,8.562,8.502966,8.442,8.561,8.502,60.42193333333333,24.130136947686896,0.0,81.557,69.701,53.94456666666667,0.2306843442166501,53.406,54.254,53.992,58.56541666666667,0.1432524489294803,58.285,58.781,58.560500000000005,55.493833333333335,0.0744685502192188,55.387,55.652,55.48,49.22298333333333,0.0427104923665395,49.105,49.289,49.221,0.65595,0.0670146518257166,0.592,0.868,0.6415,3,100,0,130,1
164,20.064766666666667,19.537,20.547,20.089,1.5723333333333334,0.0218008448496427,1.529,1.611,1.576,2400.2983,198.1774192788588,2197.8,2839.6,2335.4,6.609053333333333,2.983608071171459,20.479,7.726,9.215743333333334,0.0199817309437392,9.163,9.272,9.216,157.00603666666666,15.038592344429627,141.01,190.39,152.07,106.31966783333333,45.80007374047475,0.0,165.95,126.36,1.737909666666667,0.8719440042596304,0.0,11.578,2.0,0.0,0.0,0.0,0.0,0.0,8.561905833333332,8.501,8.62,8.562,8.502705833333334,8.443,8.562,8.502,60.551633333333335,24.21579630062672,0.0,81.784,69.685,53.90225,0.2425942154912823,53.402,54.238,53.984,58.5553,0.1402200812524431,58.285,58.738,58.547,55.53788333333333,0.0794926905640269,55.426,55.707,55.5605,49.21425,0.0553094913238998,49.074,49.289,49.221,0.6705666666666666,0.0914846225230889,0.589,1.032,0.65,3,100,0,130,1
165,19.890283333333333,19.269,20.397,19.9345,1.5563833333333332,0.0255840864645584,1.502,1.598,1.5605,2400.3917333333334,198.54606376078368,2197.8,2841.8,2335.4,6.604816666666666,2.977291930898258,20.479,7.724,9.215276666666666,0.0190540954428215,9.163,9.287,9.214,157.09476666666666,15.023507412542427,140.83,190.44,152.16,106.411633,45.85211478404992,0.0,166.34,126.47,1.7326495000000002,0.8729541464514153,0.0,11.406,1.992,0.0,0.0,0.0,0.0,0.0,8.562488499999999,8.504,8.62,8.562,8.502761833333333,8.443,8.564,8.502,60.56946666666667,24.204573836900924,0.0,81.886,69.7175,53.96511666666667,0.2469471975171706,53.395,54.242,54.039,58.58055,0.1490512851109335,58.289,58.793,58.5895,55.50466666666667,0.0849854756617078,55.391,55.687,55.4785,49.24146666666666,0.0866767747256231,49.074,49.375,49.23,0.6568333333333334,0.0601918308176046,0.591,0.859,0.6445000000000001,3,100,0,130,1
166,19.94881666666667,19.384,20.512,19.949,1.561,0.0255701096688022,1.515,1.611,1.5565,2400.8534,197.07676188933632,2198.0,2839.4,2335.6,6.58563,2.9723818091106464,20.479,7.720499999999999,9.211975,0.0191199807646534,9.158,9.266,9.211,157.0877833333333,15.014796235848856,141.63,190.44,152.14,106.38863033333334,45.84743914496616,0.0,166.01,126.44,1.7391415,0.869619493315864,0.0,11.023,2.0,0.0,0.0,0.0,0.0,0.0,8.5622495,8.502,8.621,8.562,8.500955666666666,8.436,8.559,8.5,60.20256666666667,24.053156376522526,0.0,82.002,69.53999999999999,53.95433333333334,0.2307091254479716,53.402,54.242,54.045,58.5974,0.1416357467088101,58.328,58.789,58.5975,55.54766666666667,0.0625719021434783,55.449,55.656,55.566,49.25635,0.0935441208327481,49.039,49.449,49.2655,0.678,0.0951558935000697,0.587,0.969,0.645,3,100,0,130,1
167,19.61453333333333,19.119,20.175,19.5795,1.5372666666666668,0.026128020329288,1.496,1.588,1.5315,2400.7804,199.51745866437764,2196.0,2845.0,2334.4,6.59175,2.9688934028628573,20.479,7.723,9.214338333333334,0.0183767072541504,9.166,9.267,9.214,157.06718666666666,15.02527536303783,141.47,190.41,152.13,106.35793716666667,45.83484947839721,0.0,166.19,126.41,1.7445376666666668,0.8750212292318879,0.0,11.539,2.0,0.0,0.0,0.0,0.0,0.0,8.559751666666667,8.502,8.615,8.559,8.499360333333334,8.43,8.559,8.499,60.32485,24.091359921669504,0.0,82.22,69.6005,53.94931666666666,0.2382247544144328,53.414,54.266,54.057,58.58446666666667,0.1404726243511209,58.312,58.781,58.5975,55.56583333333333,0.0768033294358292,55.43,55.707,55.574,49.37035,0.0624306598406233,49.25,49.457,49.355,0.6681166666666667,0.0816096728370172,0.603,0.915,0.645,3,100,0,130,1
168,19.926316666666665,19.302,20.414,19.9465,1.56055,0.0223905435547681,1.506,1.601,1.5615,2398.2593333333334,199.3839403567065,2194.0,2843.8,2331.8,6.606256666666667,2.983019460651675,20.479,7.725,9.210878333333334,0.0194035484738707,9.156,9.272,9.21,157.0225066666667,15.042952443574976,140.64,190.49,152.07,106.30781016666668,45.826231267330094,0.0,166.09,126.35,1.7408375,0.8687459621114009,0.0,11.414,2.0,0.0,0.0,0.0,0.0,0.0,8.559976166666667,8.497,8.614,8.559,8.499182166666667,8.427,8.558,8.499,60.60701666666667,24.238387032739404,0.0,82.026,69.702,53.99151666666667,0.2271643541256187,53.441,54.266,54.07,58.58243333333333,0.1461019340776936,58.289,58.781,58.5935,55.535916666666665,0.0726953922645508,55.418,55.687,55.496,49.249766666666666,0.0594293104272091,49.09,49.375,49.266000000000005,0.6633833333333333,0.0789526980607595,0.595,0.899,0.64,3,100,0,130,1
169,20.003266666666665,19.372,20.609,20.046,1.5661833333333337,0.0308366344239913,1.513,1.62,1.569,2400.1997666666666,198.07513320205672,2195.8,2842.2,2335.6,6.602191666666667,2.972077512363429,20.479,7.726,9.211643333333331,0.0200297638850564,9.158,9.285,9.211,157.1012,15.004540646084385,141.31,190.52,152.19,106.423105,45.83683328596032,0.0,166.16,126.48,1.741521833333333,0.8750374225931494,0.0,11.844,2.0,0.0,0.0,0.0,0.0,0.0,8.559875499999999,8.5,8.616,8.559,8.499208333333334,8.436,8.559,8.499,60.52685,24.19109286691617,0.0,81.964,69.8245,53.9806,0.2507769756684683,53.395,54.258,54.059,58.5973,0.1537680732108635,58.305,58.805,58.619,55.57233333333333,0.0811357236346438,55.426,55.727,55.574,49.2625,0.0759157650941522,49.07,49.367,49.262,0.6836833333333333,0.1129377347076873,0.598,1.063,0.6495,3,100,0,130,1
170,19.8778,19.28,20.363,19.9145,1.5556833333333333,0.0184881929034764,1.51,1.59,1.5575,2400.453833333333,198.40025431466628,2194.0,2845.0,2335.8,6.589160000000001,2.969376102561632,20.479,7.726,9.214618333333332,0.0196949015178706,9.156,9.283,9.216,157.09832333333333,15.011105167014684,141.49,190.41,152.19,106.40537533333332,45.82958518065688,0.0,166.24,126.485,1.7397933333333333,0.8753950226592022,0.0,11.766,2.0,0.0,0.0,0.0,0.0,0.0,8.558845166666666,8.498,8.618,8.558,8.49859,8.439,8.561,8.498,60.28086666666666,24.07152462513605,0.0,81.775,69.598,54.00718333333334,0.2376799223330047,53.418,54.254,54.07,58.59643333333334,0.1482585198245407,58.301,58.793,58.5975,55.587333333333326,0.0778533316110346,55.484,55.727,55.576,49.3265,0.0627601028398956,49.207,49.441,49.344,0.6584833333333333,0.0761059679761182,0.592,0.9,0.6375,3,100,0,130,1
171,19.90785,19.504,20.371,19.8855,1.5547166666666667,0.0221467307658673,1.517,1.595,1.552,2400.6018,198.7626518959856,2196.0,2845.2,2334.6,6.58532,2.978239693799491,20.479,7.724,9.214615,0.0181465958212504,9.172,9.271,9.214,157.12004166666668,15.01504411714803,140.84,190.8,152.18,106.40996816666669,45.83433451952032,0.0,165.93,126.43,1.7410641666666666,0.8724800708105802,0.0,11.656,2.0,0.0,0.0,0.0,0.0,0.0,8.559046500000001,8.498,8.616,8.558,8.500558,8.443,8.561,8.5,60.24376666666667,24.07411856377298,0.0,82.003,69.6645,54.03145,0.2315198439348049,53.488,54.258,54.086,58.61063333333333,0.1433820269410333,58.34,58.793,58.617,55.56316666666667,0.066836041902362,55.484,55.707,55.574,49.29611666666666,0.063131579480353,49.156,49.367,49.277,0.6696000000000001,0.0895336694551368,0.586,1.024,0.6445000000000001,3,100,0,130,1
172,19.968200000000003,19.491,20.538,19.8945,1.56155,0.0307760775465707,1.518,1.619,1.5579999999999998,2401.513933333333,197.48716053359936,2196.0,2843.2,2336.4,6.60207,2.9744534445714894,20.479,7.724,9.214833333333331,0.0186811097633984,9.167,9.276,9.214,157.17695,14.996328907801164,141.16,190.42,152.27,106.49544616666668,45.863191930884106,0.0,166.37,126.53,1.7454363333333334,0.8677053371038851,0.0,11.625,2.0,0.0011955,0.0181091027667626,0.0,0.539,0.0,8.558846666666668,8.504,8.615,8.558,8.500358333333333,8.438,8.561,8.5,60.50148333333333,24.184596270403805,0.0,82.239,69.54599999999999,54.0251,0.239036249998942,53.5,54.32,54.074,58.62735,0.162775693121512,58.344,58.863,58.621,55.58225,0.0749342367046539,55.484,55.727,55.576,49.29368333333333,0.0645446873620571,49.18,49.445,49.273,0.6619666666666667,0.0504568843186066,0.593,0.822,0.654,3,100,0,130,1
173,19.86403333333333,19.494,20.371,19.8525,1.5525666666666669,0.0158684920376205,1.519,1.59,1.551,2400.1768666666667,197.9353939417573,2194.0,2845.0,2335.0,6.605106666666666,2.9742619671167643,20.479,7.733,9.212981666666666,0.0183820881793103,9.164,9.283,9.214,157.10570166666665,15.000319892382702,141.49,190.44,152.14,106.407846,45.83076404887694,0.0,166.19,126.45,1.7304963333333334,0.8686608534210949,0.0,11.266,1.992,0.0,0.0,0.0,0.0,0.0,8.557373166666666,8.497,8.616,8.557,8.498201666666667,8.43,8.559,8.498,60.52326666666667,24.186978030187408,0.0,82.416,69.742,54.045550000000006,0.237338807029178,53.484,54.336,54.125,58.64301666666667,0.151502026799286,58.371,58.871,58.6525,55.57443333333333,0.0571680148413792,55.48,55.656,55.574,49.31923333333334,0.0626384207289088,49.18,49.434,49.344,0.66385,0.0777420386680924,0.587,0.922,0.641,3,100,0,130,1
174,19.8441,19.125,20.552,19.788,1.5523833333333334,0.0301162108870304,1.495,1.614,1.547,2400.6163,200.39976465036796,2193.8,2847.2,2333.6,6.591226666666667,2.979486748994636,20.479,7.7305,9.209916666666668,0.018644277156096,9.158,9.264,9.209,157.05194,15.051100155992431,141.21,190.41,152.1,106.37039266666667,45.80823410498503,0.0,166.03,126.31,1.7296833333333337,0.868225742176989,0.0,11.281,1.992,0.0,0.0,0.0,0.0,0.0,8.556248,8.497,8.611,8.556,8.4960215,8.422,8.555,8.495,60.284416666666665,24.083614952129377,0.0,82.105,69.5625,54.045683333333336,0.2482230060539551,53.484,54.34,54.1175,58.64755,0.1541790094310915,58.359,58.859,58.664,55.61585,0.053150832702314,55.492,55.699,55.645,49.35978333333333,0.0869073326208798,49.164,49.5,49.355,0.6714333333333333,0.0952220182959886,0.589,1.051,0.649,3,100,0,130,1
175,19.6416,19.067,20.341,19.6675,1.536,0.029029499899357,1.483,1.594,1.5425,2398.8966,200.0262284229669,2196.0,2845.6,2332.6,6.605541666666666,2.9774256600065323,20.479,7.7315,9.210393333333332,0.0202211138325743,9.15,9.262,9.2105,157.01460333333333,15.05945572202935,141.28,190.47,152.05,106.308474,45.82792248853592,0.0,166.12,126.36,1.7375870000000002,0.8712656933540668,0.0,11.375,1.992,0.0,0.0,0.0,0.0,0.0,8.555948666666668,8.488,8.618,8.556,8.496000833333333,8.435,8.555,8.495,60.55276666666667,24.188908339495136,0.0,81.903,69.763,54.04503333333333,0.2322977317112475,53.5,54.336,54.09,58.65593333333334,0.1515301465409875,58.375,58.871,58.6715,55.60573333333333,0.083450557099548,55.437,55.75,55.641,49.413183333333336,0.062622217226759,49.23,49.484,49.441,0.6622666666666667,0.0662189144638324,0.595,0.883,0.6475,3,100,0,130,1
176,19.932266666666667,19.473,20.453,19.9705,1.5607333333333335,0.02919999226066,1.513,1.61,1.5630000000000002,2398.3820666666666,199.0759612931461,2194.0,2843.0,2332.6,6.608151666666667,2.9774284798437822,20.479,7.7315,9.206435,0.0190323275197236,9.154,9.267,9.207,157.09418166666666,15.027267581261157,141.41,190.46,152.16,106.397589,45.85435254100633,0.0,166.41,126.465,1.7386808333333337,0.867924323547013,0.0,11.305,1.992,0.0,0.0,0.0,0.0,0.0,8.551969333333334,8.495,8.608,8.552,8.491392166666667,8.434,8.548,8.491,60.634683333333335,24.2371933546684,0.0,82.214,69.872,54.03345,0.2322027478340697,53.484,54.266,54.084,58.65723333333334,0.1441353373750764,58.398,58.871,58.637,55.64516666666667,0.0663483786134452,55.562,55.746,55.652,49.35281666666666,0.0602797128834474,49.242,49.445,49.355,0.6565166666666666,0.0649533056965074,0.584,0.887,0.646,3,100,0,130,1
177,19.70105,19.198,20.071,19.7865,1.5411666666666666,0.0239676099701995,1.486,1.573,1.5475,2398.6621666666665,197.7710316471993,2196.0,2839.4,2333.6,6.589555000000001,2.980314298723146,20.479,7.73,9.206386666666669,0.0195441494703596,9.15,9.27,9.206,157.06229666666667,15.007109233512644,141.38,190.44,152.135,106.37012866666667,45.81995029248992,0.0,166.13,126.435,1.7254295,0.8705896268695252,0.0,11.602,1.977,0.0,0.0,0.0,0.0,0.0,8.553301166666667,8.498,8.616,8.554,8.491924166666667,8.432,8.554,8.491,60.27151666666667,24.08215763708361,0.0,81.938,69.64150000000001,54.04076666666666,0.2293194328003799,53.488,54.258,54.084,58.67775,0.1569290701267583,58.383,58.883,58.6895,55.64045,0.0776265342106656,55.48,55.75,55.654,49.42215,0.0474673214977394,49.312,49.496,49.434,0.6675833333333333,0.0684138185235391,0.599,0.881,0.653,3,100,0,130,1
